M2,f0,z,DM_over_rd,DH_over_rd
3.0,0.005,0.61890625,15.914331316052694,21.285709464594504
3.0,0.005,0.6553125,16.680699193858064,20.815186826859357
3.0,0.005,0.69171875,17.43013447081745,20.355506499664838
3.0,0.005,0.728125,18.163030629230523,19.906600056933172
3.0,0.005,0.76453125,18.87978413663625,19.46869992072046
3.0,0.005,0.8009375000000001,19.58079547205058,19.04179404195502
3.0,0.005,0.83734375,20.266464049129375,18.625835943489758
3.0,0.005,0.87375,20.937187030526417,18.22074844227036
3.0,0.005,0.91015625,21.593358274861178,17.82642721217136
3.0,0.005,0.9465625,22.235367410081473,17.442744164737665
3.0,0.005,0.9829687500000001,22.863599026292277,17.069550631392136
3.0,0.005,1.0193750000000001,23.478431980625952,16.7066803362947
3.0,0.005,1.0557812500000001,24.080236682504697,16.353835475069896
3.0,0.005,1.0921875,24.669376031844553,16.010901312699016
3.0,0.005,1.12859375,25.24620610643757,15.677617806573933
3.0,0.005,1.165,25.811073900492584,15.35374598700639
3.0,0.005,1.20140625,26.36431760708704,15.039041328053795
3.0,0.005,1.2378125,26.906267490681003,14.73331279212947
3.0,0.005,1.27421875,27.437244029835156,14.436213822347751
3.0,0.005,1.310625,27.95755824257103,14.147571254987833
3.0,0.005,1.3470312500000001,28.46751352179764,13.86713936346955
3.0,0.005,1.3834375,28.96740419120709,13.594665651298762
3.0,0.005,1.41984375,29.457515492040212,13.329903664855513
3.0,0.005,1.45625,29.93812380609262,13.072613158624447
3.0,0.005,1.49265625,30.40949688388844,12.822560213849778
3.0,0.005,1.5290625,30.871894076422233,12.579517315903336
3.0,0.005,1.56546875,31.325566569054462,12.343263395223328
3.0,0.005,1.6018750000000002,31.770757616315255,12.113583836270662
3.0,0.005,1.6382812500000001,32.20770277652584,11.890270458559897
3.0,0.005,1.6746875,32.636630145288294,11.673121473454765
3.0,0.005,1.71109375,33.05776058702205,11.461941420073728
3.0,0.005,1.7475,33.47130679670273,11.256476965817553
3.0,0.005,1.78390625,33.877474528985616,11.056600172469663
3.0,0.005,1.8203125,34.276464061182295,10.862138076961793
3.0,0.005,1.85671875,34.668468059550705,10.672845524392864
3.0,0.005,1.893125,35.05367279180379,10.488616161613852
